shelter_code,name,address,lng,lat,source,confidence,updated_at
SA111-0039,天和公園,天母東路69巷前,,,none,none,2026-08-09
SA111-0040,社子公園,永平街20巷11弄3號對面,,,none,none,2026-08-09
SA111-0041,臺北市市場處士林市場地下停車場,臺北市士林區基河路101號,121.524165,25.087958,taipei_airraid,exact,2026-08-09
SA111-0042,臺北市立圖書館天母分館,臺北市士林區中山北路七段154巷6號3、4樓,121.529867,25.122320,taipei_airraid,approx,2026-08-09
SA111-0043,臺北市立圖書館李科永紀念館,臺北市士林區中正路15號,121.530525,25.095856,taipei_airraid,approx,2026-08-09
SA111-0044,臺北市立圖書館葫蘆堵分館,臺北市士林區延平北路五段136巷1號3-9樓,121.510750,25.082284,taipei_airraid,approx,2026-08-09
SA111-0045,臺北表演藝術中心,台北市士林區劍潭路1號,121.524540,25.084840,taipei_airraid,exact,2026-08-09
SA112-0001,臺北市立新民國民中學,新民路10號,121.506500,25.138900,nfa_point_file,exact,2026-08-09
SA112-0002,臺北市北投區逸仙國民小學,新民路2號,121.505200,25.138300,nfa_point_file,exact,2026-08-09
SA112-0003,臺北市立桃源國民中學,中央北路四段48號,121.477300,25.134700,nfa_point_file,exact,2026-08-09
SA112-0004,臺北市北投區北投國民小學,中央北路一段73號,,,none,none,2026-08-09
SA112-0005,復興公園,中和街200號,121.502400,25.139000,nfa_point_file,exact,2026-08-09
SA112-0006,北投區民活動中心(暫停用),新市街30號6樓,121.502400,25.132500,nfa_point_file,exact,2026-08-09
SA112-0007,臺北市北投運動中心,石牌路一段39巷100號,121.506500,25.138900,nfa_point_file,exact,2026-08-09
SA112-0008,臺北市北投區大屯國民小學,復興三路312號,121.504300,25.154700,nfa_point_file,exact,2026-08-09
SA112-0009,臺北市立中正高級中學,文林北路77號,121.516500,25.104500,nfa_point_file,exact,2026-08-09
SA112-0010,臺北市北投區文化國民小學,文化三路1號,121.496678,25.137090,taipei_airraid,exact,2026-08-09
SA112-0011,臺北市北投區文林國民小學,文林北路155號,121.514700,25.105900,nfa_point_file,exact,2026-08-09
SA112-0012,臺北市立北投國民中學,溫泉路62號,121.504200,25.134500,nfa_point_file,exact,2026-08-09
SA112-0013,臺北市北投區石牌國民小學,致遠二路80號,121.511745,25.115690,taipei_airraid,exact,2026-08-09
SA112-0014,臺北市立石牌國民中學,石牌路一段139號,121.514200,25.114900,nfa_point_file,exact,2026-08-09
SA112-0015,臺北市北投區立農國民小學,立農街一段250號,121.505300,25.119500,nfa_point_file,exact,2026-08-09
SA112-0016,臺北市北投區明德國民小學,明德路190號,121.521800,25.112100,nfa_point_file,exact,2026-08-09
SA112-0017,臺北市立明德國民中學,明德路50號,121.518300,25.107500,nfa_point_file,exact,2026-08-09
SA112-0018,臺北市泉源實驗國民小學,東昇路34號,121.524300,25.149200,nfa_point_file,exact,2026-08-09
SA112-0019,臺北市北投區桃源國民小學,中央北路三段40巷45號,121.484500,25.139600,nfa_point_file,exact,2026-08-09
SA112-0020,台北市北投區清江國民小學,公館路220號,121.507589,25.126902,taipei_airraid,exact,2026-08-09
SA112-0021,臺北市立復興高級中學,復興四路70號,121.501800,25.143700,nfa_point_file,exact,2026-08-09
SA112-0022,臺北市北投區湖山國民小學,湖底路11號,121.535500,25.150000,nfa_point_file,exact,2026-08-09
SA112-0023,臺北市湖田實驗國民小學,竹子湖路17之2號,121.538700,25.168400,nfa_point_file,exact,2026-08-09
SA112-0024,臺北市北投區義方國民小學,珠海路155號,121.509300,25.142000,nfa_point_file,exact,2026-08-09
SA112-0025,臺北市北投區關渡國民小學,中央北路四段581號,121.466800,25.126800,nfa_point_file,exact,2026-08-09
SA112-0026,臺北市立關渡國民中學,知行路212號,121.467300,25.119900,nfa_point_file,exact,2026-08-09
SA112-0027,國防大學政治作戰學院,中央北路二段70號,121.492900,25.138100,nfa_point_file,exact,2026-08-09
SA112-0028,北投一公園,中山路、光明路所圍範圍,,,none,none,2026-08-09
SA112-0029,北投二公園,中山路5號附近,121.505809,25.137115,taipei_airraid,approx,2026-08-09
SA112-0030,大豐公園(暫停用),公館路13號旁,121.509167,25.126436,taipei_airraid,approx,2026-08-09
SA112-0031,七星公園,光明路、中山路交叉口(新北投捷運站南側),,,none,none,2026-08-09
SA112-0032,石牌公園,臺北市北投區石牌路1段39巷內,,,none,none,2026-08-09
SA112-0033,立農公園,承德路7段、立農街1段22巷2弄旁,,,none,none,2026-08-09
SA112-0034,振興公園,天母西路、磺溪交叉口,,,none,none,2026-08-09
SA112-0035,文化區民活動中心(暫停用),臺北市北投區文化三路3號4、5樓,121.497110,25.137383,taipei_airraid,approx,2026-08-09
SA112-0036,臺北市立圖書館北投分館,臺北市北投區光明路251號,121.508004,25.136115,taipei_airraid,approx,2026-08-09
SA112-0037,臺北市立圖書館石牌分館,臺北市北投區明德路208巷5號3-10樓,121.516943,25.106596,taipei_airraid,approx,2026-08-09
SA112-0038,臺北市立圖書館吉利分館,臺北市北投區立農街一段366號5-8樓,121.508394,25.119342,taipei_airraid,approx,2026-08-09
SA112-0039,臺北市立圖書館清江分館,臺北市北投區公館路198號3樓,121.507589,25.126902,taipei_airraid,approx,2026-08-09
SA112-0040,臺北市立圖書館稻香分館,臺北市北投區稻香路81號7-9樓,121.489014,25.141007,taipei_airraid,approx,2026-08-09
SA114-0001,臺北市內湖區麗山國民小學,港華街100號,121.572500,25.083600,nfa_point_file,exact,2026-08-09
SA114-0002,臺北市內湖區碧湖國民小學,金龍路100號,121.591100,25.085300,nfa_point_file,exact,2026-08-09
SA114-0003,臺北市內湖區麗湖國民小學,金湖路363巷8號,121.601300,25.073100,nfa_point_file,exact,2026-08-09
SA114-0004,臺北市內湖區大湖國民小學,大湖山莊街170號,121.600300,25.088100,nfa_point_file,exact,2026-08-09
SA114-0005,臺北市內湖區康寧國民小學,星雲街121號,121.594900,25.080000,nfa_point_file,exact,2026-08-09
SA114-0006,大湖公園,成功路五段31號旁,121.603982,25.082835,nfa_point_file,exact,2026-08-09
SA114-0007,內湖區行政大樓,民權東路6段99號8樓,121.586898,25.069324,nfa_point_file,exact,2026-08-09
SA114-0008,臺北市內湖運動中心,洲子街12號,121.586500,25.078400,nfa_point_file,exact,2026-08-09
SA114-0009,臺北市立內湖高級中學,文德路218號,121.586500,25.078400,nfa_point_file,exact,2026-08-09
SA114-0010,臺北市內湖區內湖國民小學,內湖路二段41號,121.580200,25.079100,nfa_point_file,exact,2026-08-09
SA114-0011,臺北市立內湖高級工業職業學校,內湖路一段520號,121.575400,25.079700,nfa_point_file,exact,2026-08-09
SA114-0012,臺北市立明湖國民中學,康寧路三段60號,121.610700,25.070600,nfa_point_file,exact,2026-08-09
SA114-0013,臺北市立三民國民中學,民權東路六段45號,121.586200,25.069100,nfa_point_file,exact,2026-08-09
SA114-0014,臺北市立東湖國民中學,康樂街131號,121.619500,25.072300,nfa_point_file,exact,2026-08-09
SA114-0015,臺北市內湖區東湖國民小學,東湖路115號,121.615800,25.068500,nfa_point_file,exact,2026-08-09
SA114-0016,臺北市內湖區文湖國民小學,文湖街15號,121.560100,25.085800,nfa_point_file,exact,2026-08-09
SA114-0017,臺北市內湖區西湖國民小學,環山路一段25號,121.565700,25.083800,nfa_point_file,exact,2026-08-09
SA114-0018,臺北市西湖實驗國民中學,環山路一段27號,121.565700,25.085800,nfa_point_file,exact,2026-08-09
SA114-0019,臺北市立內湖國民中學,陽光街1號,121.588700,25.077000,nfa_point_file,exact,2026-08-09
SA114-0020,臺北市內湖區明湖國民小學,康寧路三段105號,121.610600,25.071100,nfa_point_file,exact,2026-08-09
SA114-0021,臺北市內湖區南湖高級中學,康寧路三段220號,121.611100,25.066900,nfa_point_file,exact,2026-08-09
SA114-0022,臺北市內湖區南湖國民小學,康寧路三段200號,121.610700,25.070600,nfa_point_file,exact,2026-08-09
SA114-0023,臺北市內湖區新湖國民小學,民權東路六段138號,121.588700,25.068800,nfa_point_file,exact,2026-08-09
SA114-0024,臺北市內湖區潭美國民小學,行善路179號,,,none,none,2026-08-09
SA114-0025,臺北市立麗山高級中學,環山路二段100號,121.577900,25.084100,nfa_point_file,exact,2026-08-09
SA114-0026,臺北市立麗山國民中學,內湖路一段629巷42號,121.575200,25.081700,nfa_point_file,exact,2026-08-09
SA114-0027,碧湖公園,"內湖路二段175號,國立台灣戲曲學院旁.",121.586589,25.081468,taipei_airraid,approx,2026-08-09
SA114-0028,臺北市市場處臺北市花卉批發市場,臺北市內湖區新湖三路28號,121.574206,25.062863,taipei_airraid,exact,2026-08-09
SA114-0029,臺北市市場處西湖市場停車場,臺北市內湖區內湖路1段285號,121.566599,25.082411,taipei_airraid,exact,2026-08-09
SA114-0030,西湖區民活動中心,臺北市內湖區內湖路1段285號7樓,121.566599,25.082411,taipei_airraid,exact,2026-08-09
SA114-0031,港華區民活動中心,臺北市內湖區環山路二段68巷14號,121.575086,25.086710,taipei_airraid,exact,2026-08-09
SA114-0032,港墘區民活動中心,臺北市內湖區內湖路一段552號,121.576989,25.078724,taipei_airraid,exact,2026-08-09
SA114-0033,湖興區民活動中心,臺北市內湖區成功路二段320巷19號3樓,121.589626,25.067657,taipei_airraid,approx,2026-08-09
SA114-0034,臺北市立圖書館內湖分館,臺北市內湖區民權東路六段99號6樓,121.586898,25.069324,nfa_point_file,exact,2026-08-09
SA114-0035,臺北市立圖書館西中分館,臺北市內湖區內湖路1段285巷66號1-2樓,121.562303,25.083666,taipei_airraid,approx,2026-08-09
SA114-0036,臺北市立圖書館西湖分館,臺北市內湖區內湖路一段594號,,,none,none,2026-08-09
SA114-0037,臺北市立圖書館東湖分館,臺北市內湖區五分街6號,121.612904,25.067458,taipei_airraid,approx,2026-08-09
SA114-0038,樂康區民活動中心,臺北市內湖區康樂街150號6樓之一,121.619241,25.072627,taipei_airraid,approx,2026-08-09
SA115-0001,臺北市南港區舊莊國民小學,舊莊街一段100號,121.617350,25.040245,nfa_point_file,exact,2026-08-09
SA115-0002,臺北市立育成高級中學,重陽路366號,121.609200,25.058700,nfa_point_file,exact,2026-08-09
SA115-0003,臺北市立南港高級中學,向陽路21號,121.595000,25.052500,nfa_point_file,exact,2026-08-09
SA115-0004,臺北市南港區成德國民小學,東新街65號,121.586900,25.046900,nfa_point_file,exact,2026-08-09
SA115-0005,臺北市立成德國民中學,東新街108巷23號,121.587751,25.045069,nfa_point_file,exact,2026-08-09
SA115-0006,南港公園,東新街170-1號,121.591200,25.045800,nfa_point_file,exact,2026-08-09
SA115-0007,臺北市南港運動中心,玉成街69號,121.582200,25.046600,nfa_point_file,exact,2026-08-09
SA115-0008,臺北市極限運動訓練中心,忠孝東路七段382號,121.607300,25.051900,nfa_point_file,exact,2026-08-09
SA115-0009,臺北市南港區玉成國民小學,向陽路31號,121.594769,25.053640,nfa_point_file,exact,2026-08-09
SA115-0010,臺北市南港區東新國民小學,興南街62號,121.602000,25.056200,nfa_point_file,exact,2026-08-09
SA115-0011,臺北市立南港高級工業職業學校,興中路29號,121.607200,25.056300,nfa_point_file,exact,2026-08-09
SA115-0012,臺北市南港區南港國民小學,惠民街67號,121.610400,25.057500,nfa_point_file,exact,2026-08-09
SA115-0013,臺北市南港區胡適國民小學,舊莊街一段1號,121.617200,25.042400,nfa_point_file,exact,2026-08-09
SA115-0014,臺北市誠正國民中學,富康街1巷24號,121.618745,25.054112,taipei_airraid,exact,2026-08-09
SA115-0015,臺北市南港區修德國民小學,東新街118巷86號,121.589600,25.045500,nfa_point_file,exact,2026-08-09
SA115-0016,玉成公園,中坡南路55號,121.583384,25.043143,taipei_airraid,approx,2026-08-09
SA115-0017,臺北市市場處中研市場地下停車場,臺北市南港區研究院路二段70巷12號,121.614546,25.045514,taipei_airraid,exact,2026-08-09
SA115-0018,南港展覽館站,臺北市南港區研究院路1段1號,121.616829,25.054857,taipei_airraid,exact,2026-08-09
SA115-0019,南港轉運站西站,臺北市南港區忠孝東路7段359號,121.606526,25.051856,taipei_airraid,approx,2026-08-09
SA115-0020,臺北市立圖書館南港分館,臺北市南港區南港路一段350號,121.606758,25.054528,taipei_airraid,approx,2026-08-09
SA115-0021,臺北市立圖書館舊莊分館,臺北市南港區舊莊街一段91巷11號2-5樓,121.618373,25.042164,taipei_airraid,approx,2026-08-09
SA115-0022,臺北流行音樂中心,臺北市南港區市民大道八段99號,121.598507,25.052638,taipei_airraid,exact,2026-08-09
SA116-0001,臺北市立景興國民中學,景興路46巷2號,121.544300,24.996200,nfa_point_file,exact,2026-08-09
SA116-0002,臺北市文山區萬興國民小學,秀明路二段114號,121.576600,24.990400,nfa_point_file,exact,2026-08-09
SA116-0003,臺北市文山區景興國民小學,景華街150巷21號,121.548200,24.996100,nfa_point_file,exact,2026-08-09
SA116-0004,景華公園,景興路與景華街交义口,121.544600,24.995600,nfa_point_file,name_match,2026-08-09
SA116-0005,行政中心大禮堂,木柵路三段220號10樓,121.570100,24.989600,nfa_point_file,exact,2026-08-09
SA116-0006,臺北市文山運動中心,興隆路三段222號,121.544300,24.996200,nfa_point_file,exact,2026-08-09
SA116-0007,臺北市文山區力行國民小學,木新路三段155巷7號,121.561000,24.980900,nfa_point_file,exact,2026-08-09
SA116-0008,臺北市立木柵高級工業職業學校,木柵路四段77號,121.571900,24.995900,nfa_point_file,exact,2026-08-09
SA116-0009,臺北市文山區木柵國民小學,木柵路三段191號,121.570200,24.990300,nfa_point_file,exact,2026-08-09
SA116-0010,臺北市立木柵國民中學,木柵路三段102巷12號,121.567700,24.987500,nfa_point_file,exact,2026-08-09
SA116-0011,臺北市立北政國民中學,指南路三段2巷14號,121.578300,24.984900,nfa_point_file,exact,2026-08-09
SA116-0012,臺北市文山區永建國民小學,試院路2號 木柵路一段311巷1號,121.550000,24.987600,nfa_point_file,approx,2026-08-09
SA116-0013,臺北巿文山區志清國民小學,景福街21巷5號,121.538800,24.998700,nfa_point_file,exact,2026-08-09
SA116-0014,臺北巿文山區辛亥國民小學,辛亥路四段103號,121.558500,25.006300,nfa_point_file,exact,2026-08-09
SA116-0015,臺北巿文山區明道國民小學,木柵路二段138巷61號,121.562600,24.987400,nfa_point_file,exact,2026-08-09
SA116-0016,臺北市文山區武功國民小學,興隆路一段68號,121.540500,25.003900,nfa_point_file,exact,2026-08-09
SA116-0017,臺北市指南實驗國民小學,指南路三段38巷5-2號,121.583600,24.976400,nfa_point_file,exact,2026-08-09
SA116-0018,臺北市博嘉實驗國民小學,木柵路四段159巷14-1號,121.575800,25.002100,nfa_point_file,exact,2026-08-09
SA116-0019,臺北市立景美女子高級中學,木新路三段312號,121.556200,24.980700,nfa_point_file,exact,2026-08-09
SA116-0020,臺北市文山區景美國民小學,景文街108號,121.540800,24.989500,nfa_point_file,exact,2026-08-09
SA116-0021,臺北市立景美國民中學,景中街27號,121.542900,24.993000,nfa_point_file,exact,2026-08-09
SA116-0022,臺北市文山區溪口國民小學,景福街225號,121.538700,24.994100,nfa_point_file,exact,2026-08-09
SA116-0023,臺北市立萬芳高級中學,興隆路三段115巷1號,121.558800,25.000500,nfa_point_file,exact,2026-08-09
SA116-0024,臺北市文山區萬芳國民小學,萬和街1號,121.567300,25.001900,nfa_point_file,exact,2026-08-09
SA116-0025,臺北市立萬福國民小學,羅斯福五段170巷32號,,,none,none,2026-08-09
SA116-0026,臺北市文山區實踐國民小學,忠順街一段4號,121.557500,24.983600,nfa_point_file,exact,2026-08-09
SA116-0027,臺北市立實踐國民中學,辛亥路七段67號,121.554700,24.983400,nfa_point_file,exact,2026-08-09
SA116-0028,臺北市文山區興華國民小學,興隆路三段125巷6號,121.558700,24.998800,nfa_point_file,exact,2026-08-09
SA116-0029,臺北市文山區興隆國民小學,福興路2號,121.551900,25.002400,nfa_point_file,exact,2026-08-09
SA116-0030,臺北市立興福國民中學,福興路80號,121.549700,25.004900,nfa_point_file,exact,2026-08-09
SA116-0031,臺北市文山區興德國民小學,興隆路二段235號,121.550800,25.001700,nfa_point_file,exact,2026-08-09
SA116-0032,興隆公園,興隆路二段154巷與仙岩路交叉口.,,,none,none,2026-08-09
SA116-0033,臺北市市場處木柵市場地下停車場,臺北市文山區保儀路13巷3號,121.569971,24.988451,taipei_airraid,approx,2026-08-09
SA116-0034,臺北市市場處木新市場地下停車場,臺北市文山區木新路三段310巷4號,121.557222,24.981476,taipei_airraid,exact,2026-08-09
SA116-0035,木新區民活動中心(暫停用),臺北市文山區木新路三段310巷4號2樓、2樓之1,121.557222,24.981476,taipei_airraid,approx,2026-08-09
SA116-0036,永建區民活動中心(暫停用),臺北市文山區木柵路一段177號3樓之1,,,none,none,2026-08-09
SA116-0037,忠順區民活動中心,臺北市文山區忠順街2段22號2樓,121.562365,24.984513,taipei_airraid,approx,2026-08-09
SA116-0038,景行區民活動中心,臺北市文山區羅斯福路六段393號6~9樓,121.540741,24.992100,taipei_airraid,approx,2026-08-09
SA116-0039,萬芳區民活動中心,臺北市文山區萬美街一段51號3樓,121.566683,25.002206,taipei_airraid,approx,2026-08-09
SA116-0040,萬福區民活動中心,臺北市文山區萬隆街47之12號房屋地下層,121.536976,25.001657,taipei_airraid,approx,2026-08-09
SA116-0041,萬興區民活動中心,臺北市文山區萬壽路27號7樓,121.578159,24.988583,taipei_airraid,approx,2026-08-09
SA116-0042,樟新區民活動中心,臺北市文山區一壽街22號9~10樓,121.556273,24.979711,taipei_airraid,approx,2026-08-09
SA116-0043,樟腳區民活動中心,臺北市文山區恆光街45號7F~8F,121.568575,24.982256,taipei_airraid,approx,2026-08-09
SA116-0044,興隆區民活動中心,臺北市文山區興隆路二段97號4樓,121.548816,25.000278,taipei_airraid,approx,2026-08-09
SA116-0045,博客停車場-政大場,臺北市文山區萬壽路27號地下一至二樓,121.578159,24.988583,taipei_airraid,approx,2026-08-09
SA116-0046,臺北市市場處萬和超市地下停車場,臺北市文山區萬隆街47之12號地下1層,121.536976,25.001657,taipei_airraid,approx,2026-08-09
SA116-0047,臺北市立圖書館力行分館,臺北市文山區一壽街22號5-8樓,121.556273,24.979711,taipei_airraid,approx,2026-08-09
SA116-0048,臺北市立圖書館文山分館,臺北市文山區興隆路二段160號7-9樓,121.547576,25.003647,taipei_airraid,approx,2026-08-09
SA116-0049,臺北市立圖書館木柵分館,臺北市文山區保儀路13巷3號3、4樓,121.569971,24.988451,taipei_airraid,approx,2026-08-09
SA116-0050,臺北市立圖書館景美分館,臺北市文山區羅斯福路五段176巷50號2-4樓,121.539304,25.003207,taipei_airraid,approx,2026-08-09
SA116-0051,臺北市立圖書館景新分館,臺北市文山區景後街151號5-10樓,121.542181,24.990316,taipei_airraid,approx,2026-08-09
SA116-0052,臺北市立圖書館萬興分館,臺北市文山區萬壽路27號4-5樓,121.578159,24.988583,taipei_airraid,approx,2026-08-09
SA116-0053,臺北市市場處興隆市場地下停車場,臺北市文山區興隆路二段97號,121.548816,25.000278,taipei_airraid,approx,2026-08-09
SA116-0054,興業區民活動中心,臺北市文山區興隆路二段160號10樓,121.547576,25.003647,taipei_airraid,approx,2026-08-09
SA116-0055,興豐區民活動中心,臺北市文山區興隆路二段95巷8號7~9樓,121.549456,25.002409,taipei_airraid,approx,2026-08-09
